@relation test_predicted

@attribute 'prediction margin' numeric
@attribute 'predicted answer' {0,1}
@attribute answer {0,1}
@attribute 0.0 numeric
@attribute 0.1 numeric
@attribute 0.2 numeric
@attribute 0.3 numeric
@attribute 0.4 numeric
@attribute 0.5 numeric
@attribute 0.6 numeric
@attribute 0.7 numeric
@attribute 0.8 numeric
@attribute e0.0 numeric
@attribute e0.1 numeric
@attribute e0.2 numeric
@attribute e0.3 numeric
@attribute e0.4 numeric
@attribute e0.5 numeric
@attribute e0.6 numeric
@attribute e0.7 numeric
@attribute e0.8 numeric
@attribute e0.9 numeric
@attribute 1.0 numeric
@attribute 1.1 numeric
@attribute 1.2 numeric
@attribute 1.3 numeric
@attribute 1.4 numeric
@attribute 1.5 numeric
@attribute 1.6 numeric
@attribute 1.7 numeric
@attribute 1.8 numeric
@attribute e1.0 numeric
@attribute e1.1 numeric
@attribute e1.2 numeric
@attribute e1.3 numeric
@attribute e1.4 numeric
@attribute e1.5 numeric
@attribute e1.6 numeric
@attribute e1.7 numeric
@attribute e1.8 numeric
@attribute e1.9 numeric
@attribute 2.0 numeric
@attribute 2.1 numeric
@attribute 2.2 numeric
@attribute 2.3 numeric
@attribute 2.4 numeric
@attribute 2.5 numeric
@attribute 2.6 numeric
@attribute 2.7 numeric
@attribute 2.8 numeric
@attribute e2.0 numeric
@attribute e2.1 numeric
@attribute e2.2 numeric
@attribute e2.3 numeric
@attribute e2.4 numeric
@attribute e2.5 numeric
@attribute e2.6 numeric
@attribute e2.7 numeric
@attribute e2.8 numeric
@attribute e2.9 numeric
@attribute 3.0 numeric
@attribute 3.1 numeric
@attribute 3.2 numeric
@attribute 3.3 numeric
@attribute 3.4 numeric
@attribute 3.5 numeric
@attribute 3.6 numeric
@attribute 3.7 numeric
@attribute 3.8 numeric
@attribute e3.0 numeric
@attribute e3.1 numeric
@attribute e3.2 numeric
@attribute e3.3 numeric
@attribute e3.4 numeric
@attribute e3.5 numeric
@attribute e3.6 numeric
@attribute e3.7 numeric
@attribute e3.8 numeric
@attribute e3.9 numeric
@attribute 4.0 numeric
@attribute 4.1 numeric
@attribute 4.2 numeric
@attribute 4.3 numeric
@attribute 4.4 numeric
@attribute 4.5 numeric
@attribute 4.6 numeric
@attribute 4.7 numeric
@attribute 4.8 numeric
@attribute 5.0 numeric
@attribute 5.1 numeric
@attribute 5.2 numeric
@attribute 5.3 numeric
@attribute 5.4 numeric
@attribute 5.5 numeric
@attribute 5.6 numeric
@attribute 5.7 numeric
@attribute 5.8 numeric
@attribute 6.0 numeric
@attribute 6.1 numeric
@attribute 6.2 numeric
@attribute 6.3 numeric
@attribute 6.4 numeric
@attribute 6.5 numeric
@attribute 6.6 numeric
@attribute 6.7 numeric
@attribute 6.8 numeric
@attribute 7.0 numeric
@attribute 7.1 numeric
@attribute 7.2 numeric
@attribute 7.3 numeric
@attribute 7.4 numeric
@attribute 7.5 numeric
@attribute 7.6 numeric
@attribute 7.7 numeric
@attribute 7.8 numeric
@attribute 8.0 numeric
@attribute 8.1 numeric
@attribute 8.2 numeric
@attribute 8.3 numeric
@attribute 8.4 numeric
@attribute 8.5 numeric
@attribute 8.6 numeric
@attribute 8.7 numeric
@attribute 8.8 numeric
@attribute 9.0 numeric
@attribute 9.1 numeric
@attribute 9.2 numeric
@attribute 9.3 numeric
@attribute 9.4 numeric
@attribute 9.5 numeric
@attribute 9.6 numeric
@attribute 9.7 numeric
@attribute 9.8 numeric

@data
1,1,1,10,1.089836,11,3.316625,0.828079,17,18,0.818182,0.692308,18,0.569819,16,4.242641,0.609272,20,12,0.648649,0.48,7.255038,10,1.084905,11,3.316625,0.828079,17,18,0.818182,0.692308,18,0.558342,16,4.242641,0.609272,20,12,0.648649,0.48,7.25389,10,0.945287,9,4.358899,0.967686,17,9,1,1,16,0.611111,10,4,0.918367,18,6,0.8,0.666667,5.699615,10,1.348994,11,3.605551,0.907485,17,16,0.842105,0.727273,18,0.67226,12,3.464102,0.810255,20,12,0.727273,0.571429,6.824532,2,0.864319,2,1.414214,0.904534,4,9,0.9,0.818182,2,0.862065,2,1.414214,0.904534,4,9,0.9,0.818182,2,0.808081,2,1.414214,0.904534,4,9,0.9,0.818182,2,0.864319,2,1.414214,0.904534,4,9,0.9,0.818182,1,0.84,1,1,0.707107,0,1,0.666667,0.5,2,0.808081,2,1.414214,0.904534,4,9,0.9,0.818182
1,1,1,6,1.453593,10,3.741657,0.794461,28,26,0.881356,0.787879,6,1.453593,10,3.741657,0.794461,28,26,0.881356,0.787879,77.658947,6,1.363872,10,3.741657,0.8,28,26,0.896552,0.8125,6,1.363872,10,3.741657,0.8,28,26,0.896552,0.8125,77.614581,3,1.055914,4,2,0.988578,12,11,1,1,3,1.055914,4,2,0.988578,12,11,1,1,36.044492,3,1.6319,4,2,0.960784,12,23,0.978723,0.958333,3,1.6319,4,2,0.960784,12,23,0.978723,0.958333,48.529741,3,1.108365,5,3,0.644658,13,7,0.875,0.777778,3,1.076626,5,3,0.644658,13,7,0.875,0.777778,1,1.176667,1,1,0.970725,3,7,1,1,3,1.108365,5,3,0.644658,13,7,0.875,0.777778,0,1,0,0,1,0,6,1,1,1,1.176667,1,1,0.970725,3,7,1,1
1,1,1,8,0.565072,12,3.741657,0.66564,16,9,0.692308,0.529412,11,0.530843,16,4.242641,0.484182,16,5,0.454545,0.294118,10.801266,8,0.570815,12,3.741657,0.66564,16,9,0.692308,0.529412,11,0.541685,16,4.242641,0.484182,16,5,0.454545,0.294118,10.803434,6,0.737431,6,2.828427,0.965632,10,5,0.833333,0.714286,8,0.535613,8,3.464102,0.888733,12,4,0.727273,0.571429,7.63743,8,0.588412,12,3.741657,0.66564,16,9,0.692308,0.529412,11,0.60989,16,4.242641,0.484182,16,5,0.454545,0.294118,10.817075,4,0.511533,7,3,0.478091,9,4,0.571429,0.4,4,0.514777,7,3,0.478091,9,4,0.571429,0.4,4,0.600349,7,3,0.478091,9,4,0.571429,0.4,4,0.511533,7,3,0.478091,9,4,0.571429,0.4,0,0.95,2,1.414214,1,2,2,1,1,4,0.600349,7,3,0.478091,9,4,0.571429,0.4
-1,0,1,17,0.441387,22,4.690416,0.452267,32,8,0.432432,0.275862,14,0.485115,20,4.472136,0.412479,28,6,0.387097,0.24,10.570975,17,0.468689,22,4.690416,0.452267,32,8,0.432432,0.275862,14,0.483356,20,4.472136,0.412479,28,6,0.387097,0.24,10.570724,13,0.570367,12,4.690416,0.826334,32,7,0.777778,0.636364,12,0.595,12,4.690416,0.805118,28,7,0.777778,0.636364,9.500668,15,0.684217,18,4.690416,0.793763,32,6,0.461538,0.3,14,0.603059,18,6.324555,0.559893,26,6,0.521739,0.352941,10.337455,4,0.578194,4,2,0.666667,6,4,0.666667,0.5,4,0.578194,4,2,0.666667,6,4,0.666667,0.5,4,0.562865,4,2,0.666667,6,4,0.666667,0.5,4,0.578194,4,2,0.666667,6,4,0.666667,0.5,2,0.555556,4,2,0,1,0,0,0,4,0.562865,4,2,0.666667,6,4,0.666667,0.5
1,1,1,19,0.818147,17,4.358899,0.75484,33,18,0.705882,0.545455,22,0.522308,24,5.09902,0.618718,32,10,0.47619,0.3125,9.502874,19,0.827164,17,4.358899,0.75484,33,18,0.705882,0.545455,22,0.514671,24,5.09902,0.618718,32,10,0.47619,0.3125,9.50211,18,0.656818,11,5.744563,0.877192,31,12,0.923077,0.857143,19,0.444444,16,5.830952,0.782461,30,9,0.782609,0.642857,8.248332,19,0.899483,17,4.358899,0.859472,33,15,0.681818,0.517241,21,0.590278,22,5.291503,0.758787,32,10,0.526316,0.357143,9.252403,5,1.133333,5,2.236068,0.612372,5,3,0.545455,0.375,5,1.133333,5,2.236068,0.612372,5,3,0.545455,0.375,5,1.041667,5,2.236068,0.612372,5,3,0.545455,0.375,5,1.133333,5,2.236068,0.612372,5,3,0.545455,0.375,3,0.969958,4,2,0.6,6,3,0.6,0.428571,5,1.041667,5,2.236068,0.612372,5,3,0.545455,0.375
1,1,1,10,2.220323,10,3.464102,0.899229,16,18,0.837209,0.72,18,0.563932,18,4.472136,0.724743,26,9,0.529412,0.36,7.059111,10,1.947643,10,3.464102,0.899229,16,18,0.837209,0.72,18,0.543988,18,4.472136,0.724743,26,9,0.529412,0.36,7.057298,10,1.023451,10,4.242641,0.967409,14,7,0.875,0.777778,15,0.587302,10,4.242641,0.931245,22,5,0.714286,0.555556,5.366457,10,1.797337,10,3.464102,0.915824,16,17,0.829268,0.708333,17,0.684388,18,4.472136,0.750234,26,9,0.545455,0.375,6.984292,1,1.279964,1,1,0.953463,5,10,0.952381,0.909091,1,1.273774,1,1,0.953463,5,10,0.952381,0.909091,1,1.17197,1,1,0.953463,5,10,0.952381,0.909091,1,1.279964,1,1,0.953463,5,10,0.952381,0.909091,3,1.039444,3,1.732051,0.707107,5,3,0.666667,0.5,1,1.17197,1,1,0.953463,5,10,0.952381,0.909091
1,1,1,9,1.253435,12,3.464102,0.790263,20,18,0.765957,0.62069,13,0.591087,14,3.741657,0.72,20,15,0.681818,0.517241,13.650361,9,1.129377,12,3.464102,0.790263,20,18,0.765957,0.62069,13,0.623667,14,3.741657,0.72,20,15,0.681818,0.517241,13.656877,6,0.826995,6,2.828427,0.977998,12,11,1,1,8,0.676398,4,2,0.97626,16,10,0.952381,0.909091,8.702826,9,1.058846,12,3.464102,0.822604,20,17,0.772727,0.62963,13,0.678687,14,3.741657,0.750479,20,15,0.714286,0.555556,13.688133,3,1.058474,4,2,0.755929,10,6,0.75,0.6,3,1.058474,4,2,0.755929,10,6,0.75,0.6,3,0.938977,4,2,0.755929,10,6,0.75,0.6,3,1.058474,4,2,0.755929,10,6,0.75,0.6,2,0.56161,5,2.236068,0.288675,3,1,0.285714,0.166667,3,0.938977,4,2,0.755929,10,6,0.75,0.6
1,1,1,14,0.611594,21,4.795832,0.65372,33,15,0.652174,0.483871,15,0.537833,22,4.898979,0.612372,30,13,0.604651,0.433333,21.771792,14,0.581479,19,4.582576,0.690882,33,16,0.711111,0.551724,15,0.576728,22,4.898979,0.621034,30,13,0.619048,0.448276,21.791016,11,0.77547,5,2.645751,0.986097,23,8,1,1,13,0.753571,6,2.828427,0.976078,22,8,1,1,13.889519,14,0.639838,19,4.582576,0.704448,33,16,0.727273,0.571429,14,0.640689,22,4.898979,0.636285,30,13,0.634146,0.464286,21.568596,5,0.594972,7,2.645751,0.759072,7,9,0.782609,0.642857,5,0.594972,7,2.645751,0.759072,7,9,0.782609,0.642857,5,0.600855,7,2.645751,0.759072,7,9,0.782609,0.642857,5,0.594972,7,2.645751,0.759072,7,9,0.782609,0.642857,0,0.657143,2,1.414214,0.5,0,1,0.5,0.333333,5,0.600855,7,2.645751,0.759072,7,9,0.782609,0.642857
-1,0,1,17,0.528143,18,4.242641,0.582086,26,8,0.484848,0.32,13,0.535085,16,4,0.500979,24,7,0.482759,0.318182,9.405286,17,0.501256,14,3.741657,0.6791,26,10,0.606061,0.434783,13,0.500833,16,4,0.500979,24,7,0.482759,0.318182,9.400393,12,0.580952,6,3.162278,0.943973,18,8,0.888889,0.8,9,0.712323,8,2.828427,0.895047,20,7,0.823529,0.7,7.137047,16,0.642272,12,3.741657,0.758787,26,10,0.689655,0.526316,12,0.602525,14,4,0.600751,22,8,0.615385,0.444444,8.894729,4,0.770278,4,2,0.612372,6,3,0.6,0.428571,4,0.770278,4,2,0.612372,6,3,0.6,0.428571,4,0.820238,4,2,0.612372,6,3,0.6,0.428571,4,0.770278,4,2,0.612372,6,3,0.6,0.428571,2,0.19697,4,2,0,1,0,0,0,4,0.820238,4,2,0.612372,6,3,0.6,0.428571
1,1,1,15,2.438138,14,4.242641,0.763156,30,20,0.8,0.666667,21,0.530353,20,4.690416,0.599205,38,13,0.604651,0.433333,10.984218,15,2.17208,14,4.242641,0.763156,30,20,0.8,0.666667,21,0.552583,20,4.690416,0.599205,38,13,0.604651,0.433333,10.986688,10,1.056241,8,4.242641,0.96256,20,9,1,1,16,0.545894,14,6.164414,0.857264,22,8,0.941176,0.888889,7.710849,15,1.839293,14,4.472136,0.784157,30,19,0.808511,0.678571,21,0.661867,20,4.898979,0.640513,38,12,0.6,0.428571,10.914437,5,1.555756,7,2.645751,0.696311,13,8,0.695652,0.533333,5,1.505039,7,2.645751,0.696311,13,8,0.695652,0.533333,5,1.219192,7,3,0.644658,13,8,0.727273,0.571429,5,1.555756,7,2.645751,0.696311,13,8,0.695652,0.533333,0,1,0,0,1,0,3,1,1,5,1.219192,7,3,0.644658,13,8,0.727273,0.571429
1,1,1,13,1.039265,20,4.472136,0.642857,38,16,0.64,0.470588,16,0.522124,22,4.690416,0.578638,38,13,0.565217,0.393939,19.150067,13,1.040423,20,4.472136,0.655562,38,16,0.653061,0.484848,16,0.519342,20,4.472136,0.617213,38,14,0.608696,0.4375,18.930977,9,0.824495,8,4,0.917097,24,11,0.956522,0.916667,13,0.753704,12,4.472136,0.867009,28,9,0.857143,0.75,13.939998,10,1.047085,12,3.464102,0.911362,30,14,0.756757,0.608696,14,1.044897,16,4.690416,0.829925,34,12,0.685714,0.521739,16.754538,4,0.761111,5,2.236068,0.471405,5,2,0.444444,0.285714,4,0.761111,5,2.236068,0.471405,5,2,0.444444,0.285714,4,0.8,5,2.236068,0.471405,5,2,0.444444,0.285714,4,0.761111,5,2.236068,0.471405,5,2,0.444444,0.285714,1,0.92,2,1.414214,0.666667,2,2,0.666667,0.5,4,0.8,5,2.236068,0.471405,5,2,0.444444,0.285714
1,1,1,12,0.611052,15,3.872983,0.785093,31,13,0.666667,0.5,14,0.586976,18,4.242641,0.706306,30,9,0.529412,0.36,12.904222,11,0.596611,13,3.605551,0.816497,29,14,0.717949,0.56,14,0.579824,18,4.242641,0.706306,30,9,0.529412,0.36,12.90303,9,0.614074,7,2.645751,0.956681,25,10,0.869565,0.769231,12,0.575,8,2.828427,0.926562,26,9,0.857143,0.75,10.156189,11,0.696111,13,3.605551,0.843713,29,13,0.742857,0.590909,13,0.94838,16,4,0.751469,30,10,0.625,0.454545,12.629899,0,0.68,2,1.414214,0.5,0,1,0.5,0.333333,0,0.68,2,1.414214,0.5,0,1,0.5,0.333333,0,0.7,2,1.414214,0.5,0,1,0.5,0.333333,0,0.68,2,1.414214,0.5,0,1,0.5,0.333333,2,0.855882,2,1.414214,0.845154,6,4,0.888889,0.8,0,0.7,2,1.414214,0.5,0,1,0.5,0.333333
-1,0,1,13,0.53089,20,4.690416,0.69128,22,10,0.526316,0.357143,17,0.45041,26,5.291503,0.441415,30,5,0.30303,0.178571,9.407214,13,0.570614,18,4.472136,0.729291,22,10,0.540541,0.37037,17,0.55794,26,5.477226,0.449404,30,5,0.3125,0.185185,9.442473,9,0.750877,10,4.472136,0.949953,18,8,0.888889,0.8,11,0.672065,10,4.242641,0.886439,22,5,0.666667,0.5,6.107535,13,0.665569,18,4.472136,0.813311,22,8,0.5,0.333333,16,0.617967,22,4.898979,0.632772,30,5,0.344828,0.208333,8.855876,4,0.579713,8,2.828427,0.503953,8,4,0.5,0.333333,4,0.583987,8,2.828427,0.503953,8,4,0.5,0.333333,4,0.530251,8,2.828427,0.503953,8,4,0.5,0.333333,4,0.579713,8,2.828427,0.503953,8,4,0.5,0.333333,1,0,1,1,0,0,0,0,0,4,0.530251,8,2.828427,0.503953,8,4,0.5,0.333333
1,1,1,11,0.591746,11,3.316625,0.560449,15,7,0.56,0.388889,11,0.581717,12,3.464102,0.5,14,6,0.5,0.333333,24.189576,11,0.589043,9,3,0.640513,15,8,0.64,0.470588,11,0.576269,10,3.162278,0.583333,14,7,0.583333,0.411765,23.658489,6,0.844017,7,3.316625,0.919709,13,4,0.8,0.666667,6,0.816667,8,3.464102,0.906494,12,3,0.666667,0.5,17.676965,11,0.653234,9,3,0.640513,15,8,0.64,0.470588,11,0.564815,10,3.162278,0.583333,14,7,0.583333,0.411765,23.652762,4,0.608233,2,1.414214,0.845154,6,5,0.833333,0.714286,4,0.608233,2,1.414214,0.845154,6,5,0.833333,0.714286,4,0.505322,2,1.414214,0.845154,6,5,0.833333,0.714286,4,0.608233,2,1.414214,0.845154,6,5,0.833333,0.714286,2,0.738095,3,1.732051,0.408248,1,1,0.4,0.25,4,0.505322,2,1.414214,0.845154,6,5,0.833333,0.714286
-1,0,1,20,0.483989,30,5.477226,0.288675,36,5,0.25641,0.147059,15,0.409498,30,5.477226,0.117851,28,1,0.064516,0.033333,8.900269,18,0.511648,26,5.09902,0.3849,36,7,0.358974,0.21875,15,0.436816,26,5.09902,0.235702,28,3,0.193548,0.107143,8.674692,13,0.581349,12,5.291503,0.9375,34,7,0.777778,0.636364,11,0.55,10,4,0.896718,28,5,0.666667,0.5,6.73482,15,0.605903,18,4.690416,0.828079,34,6,0.461538,0.3,14,0.648897,18,5.291503,0.648181,28,5,0.434783,0.277778,8.03346,6,0.524381,10,3.162278,0.298142,10,2,0.285714,0.166667,6,0.524381,10,3.162278,0.298142,10,2,0.285714,0.166667,6,0.433333,10,3.464102,0.26968,10,2,0.307692,0.181818,6,0.524381,10,3.162278,0.298142,10,2,0.285714,0.166667,0,0.527778,2,1.414214,0,0,0,0,0,6,0.433333,10,3.464102,0.26968,10,2,0.307692,0.181818
-1,0,1,15,0.665517,18,4.898979,0.463524,28,8,0.516129,0.347826,12,0.429412,22,5.291503,0.181568,22,2,0.173913,0.095238,7.130182,15,0.678145,18,4.898979,0.479463,28,8,0.533333,0.363636,12,0.377825,22,5.477226,0.169031,22,2,0.181818,0.1,7.1451,13,0.569597,12,5.656854,0.741145,28,6,0.8,0.666667,10,0.153846,20,7.483315,0.300094,22,3,0.5,0.333333,7.085621,13,0.782234,16,6.78233,0.700658,28,7,0.608696,0.4375,11,0.573152,18,6.164414,0.578243,22,3,0.352941,0.214286,6.875893,1,1.026685,2,1.414214,0.845154,6,4,0.888889,0.8,1,1.026685,2,1.414214,0.845154,6,4,0.888889,0.8,1,0.944167,2,1.414214,0.845154,6,4,0.888889,0.8,1,1.026685,2,1.414214,0.845154,6,4,0.888889,0.8,2,0,2,1.414214,0,0,0,0,0,1,0.944167,2,1.414214,0.845154,6,4,0.888889,0.8
-1,0,1,14,0.585509,19,4.582576,0.662994,31,11,0.55,0.37931,18,0.525756,24,5.09902,0.480384,30,7,0.4,0.25,10.719395,14,0.54593,19,4.582576,0.662994,31,11,0.55,0.37931,18,0.512958,24,5.09902,0.480384,30,7,0.4,0.25,10.717795,9,0.712222,7,3.316625,0.960256,17,8,0.888889,0.8,14,0.538095,10,4.898979,0.880242,18,7,0.823529,0.7,7.105106,12,0.608252,15,4.123106,0.825593,25,11,0.628571,0.458333,16,0.635294,18,4.242641,0.727607,26,8,0.516129,0.347826,9.308687,3,0.603276,6,2.44949,0.727273,12,5,0.625,0.454545,3,0.59666,6,2.44949,0.727273,12,5,0.625,0.454545,3,0.681601,6,2.44949,0.727273,12,5,0.625,0.454545,3,0.603276,6,2.44949,0.727273,12,5,0.625,0.454545,0,1,0,0,1,0,1,1,1,3,0.681601,6,2.44949,0.727273,12,5,0.625,0.454545
-1,0,1,12,0.58706,17,4.123106,0.656488,23,12,0.6,0.428571,17,0.617486,20,4.472136,0.502519,24,8,0.470588,0.307692,9.421303,12,0.580902,17,4.123106,0.656488,23,12,0.6,0.428571,17,0.602465,20,4.472136,0.502519,24,8,0.470588,0.307692,9.419425,10,0.666,7,3.605551,0.977043,13,7,0.875,0.777778,11,0.625,8,3.162278,0.936784,14,6,0.8,0.666667,5.648841,12,0.675569,17,4.123106,0.682288,23,11,0.578947,0.407407,17,0.650575,20,4.472136,0.529238,24,8,0.484848,0.32,9.4321,7,0.586816,11,3.316625,0.358569,11,3,0.352941,0.214286,7,0.586816,11,3.316625,0.358569,11,3,0.352941,0.214286,7,0.603357,11,3.316625,0.358569,11,3,0.352941,0.214286,7,0.586816,11,3.316625,0.358569,11,3,0.352941,0.214286,1,0.933333,1,1,0.707107,0,1,0.666667,0.5,7,0.603357,11,3.316625,0.358569,11,3,0.352941,0.214286
1,1,1,14,0.601352,14,3.741657,0.825258,34,17,0.723404,0.566667,16,0.628646,14,3.741657,0.802846,34,16,0.744186,0.592593,12.358561,14,0.605399,14,3.741657,0.830257,34,17,0.73913,0.586207,16,0.667188,14,3.741657,0.802846,34,16,0.744186,0.592593,12.364067,10,0.684413,10,4,0.987498,28,7,0.777778,0.636364,12,0.704,8,3.162278,0.977835,26,6,0.705882,0.545455,8.29935,14,0.63871,14,3.741657,0.852052,34,17,0.772727,0.62963,16,0.643485,12,3.464102,0.839065,34,16,0.780488,0.64,12.052448,6,0.67607,7,2.645751,0.788241,19,8,0.727273,0.571429,6,0.67607,7,2.645751,0.788241,19,8,0.727273,0.571429,6,0.804871,7,2.645751,0.788241,19,8,0.727273,0.571429,6,0.67607,7,2.645751,0.788241,19,8,0.727273,0.571429,1,0.782222,2,1.414214,0.5,0,1,0.5,0.333333,6,0.804871,7,2.645751,0.788241,19,8,0.727273,0.571429
1,1,1,14,1.223967,18,4.472136,0.653359,34,17,0.68,0.515152,19,0.535016,24,5.09902,0.481543,32,11,0.5,0.333333,13.278416,13,1.232042,16,4.242641,0.689656,32,18,0.72,0.5625,18,0.552092,22,4.898979,0.521672,30,12,0.545455,0.375,12.699028,12,0.84362,14,4.690416,0.923812,28,7,0.777778,0.636364,17,0.479376,20,8.3666,0.724004,30,7,0.777778,0.636364,12.140589,13,1.069426,16,4.898979,0.699544,32,18,0.765957,0.62069,17,0.572464,22,5.477226,0.553596,30,12,0.585366,0.413793,12.657492,2,1.116316,2,1.414214,0.904534,10,9,0.9,0.818182,2,1.116316,2,1.414214,0.904534,10,9,0.9,0.818182,2,0.941582,2,1.414214,0.904534,10,9,0.9,0.818182,2,1.116316,2,1.414214,0.904534,10,9,0.9,0.818182,3,0.686952,4,2,0.516398,4,2,0.5,0.333333,2,0.941582,2,1.414214,0.904534,10,9,0.9,0.818182
1,1,1,17,0.702888,16,4,0.737028,42,18,0.705882,0.545455,18,0.702532,20,4.472136,0.643268,40,14,0.595745,0.424242,19.767585,17,0.704933,12,3.464102,0.80403,42,20,0.784314,0.645161,20,0.603159,14,3.741657,0.750479,40,17,0.723404,0.566667,19.477073,14,0.730455,8,4,0.967555,36,8,0.941176,0.888889,15,0.666667,8,3.464102,0.960222,34,6,0.8,0.666667,13.911531,17,0.6749,12,3.464102,0.832581,42,19,0.808511,0.678571,20,0.657949,12,3.464102,0.800445,40,18,0.8,0.666667,19.277832,8,0.63598,5,2.236068,0.816497,15,6,0.75,0.6,8,0.63598,5,2.236068,0.816497,15,6,0.75,0.6,8,0.595328,5,2.236068,0.816497,15,6,0.75,0.6,8,0.63598,5,2.236068,0.816497,15,6,0.75,0.6,1,0.6,1,1,0.912871,1,5,0.909091,0.833333,8,0.595328,5,2.236068,0.816497,15,6,0.75,0.6
1,1,1,14,0.637724,14,4.242641,0.606788,30,13,0.684211,0.52,12,0.565395,16,4.472136,0.476331,24,9,0.5625,0.391304,9.638238,14,0.624852,12,4,0.653464,30,14,0.736842,0.583333,12,0.58264,14,4.242641,0.529256,24,10,0.625,0.454545,9.490583,9,0.798593,8,3.741657,0.956661,26,8,0.888889,0.8,9,0.581699,8,3.464102,0.899915,24,7,0.823529,0.7,7.781321,14,0.76352,12,4,0.737928,30,14,0.777778,0.636364,11,0.612368,14,4,0.630593,24,10,0.645161,0.47619,9.337759,7,0.578519,8,2.828427,0.503953,12,4,0.5,0.333333,7,0.578519,8,2.828427,0.503953,12,4,0.5,0.333333,7,0.52381,8,2.828427,0.503953,12,4,0.5,0.333333,7,0.578519,8,2.828427,0.503953,12,4,0.5,0.333333,1,0.986667,1,1,0.816497,1,2,0.8,0.666667,7,0.52381,8,2.828427,0.503953,12,4,0.5,0.333333
1,1,1,14,0.568977,23,5,0.568535,33,12,0.533333,0.363636,19,0.521055,28,5.477226,0.40032,34,8,0.390244,0.242424,16.005212,14,0.569106,21,4.582576,0.639602,33,13,0.577778,0.40625,19,0.523757,26,5.09902,0.480384,34,9,0.439024,0.28125,15.803906,10,0.680341,11,5,0.898606,29,6,0.75,0.6,15,0.565657,14,5.291503,0.849905,30,5,0.666667,0.5,11.978955,14,0.637444,19,4.582576,0.810043,33,10,0.540541,0.37037,19,0.667186,20,4.472136,0.729996,34,8,0.457143,0.296296,14.603793,5,0.469519,8,2.828427,0.428571,10,3,0.428571,0.272727,5,0.469519,8,2.828427,0.428571,10,3,0.428571,0.272727,5,0.57672,8,2.828427,0.428571,10,3,0.428571,0.272727,5,0.469519,8,2.828427,0.428571,10,3,0.428571,0.272727,0,0.856465,2,1.414214,0.8,2,4,0.8,0.666667,5,0.57672,8,2.828427,0.428571,10,3,0.428571,0.272727
-1,0,1,18,1.632449,26,5.09902,0.594913,38,16,0.551724,0.380952,22,0.60847,30,5.477226,0.483046,42,13,0.472727,0.309524,22.870199,18,1.626388,26,5.09902,0.594913,38,16,0.551724,0.380952,22,0.614821,30,5.477226,0.483046,42,13,0.472727,0.309524,22.871469,10,1.087649,10,4.690416,0.982647,28,9,0.9,0.818182,14,0.723292,10,3.464102,0.97706,32,9,0.9,0.818182,14.376527,16,1.851979,18,4.242641,0.764217,32,18,0.666667,0.5,20,0.67577,22,4.690416,0.669439,36,16,0.615385,0.444444,20.219091,8,1.718603,10,3.162278,0.649519,14,9,0.642857,0.473684,8,1.718603,10,3.162278,0.649519,14,9,0.642857,0.473684,7,1.428409,8,2.828427,0.721688,14,10,0.714286,0.555556,8,1.718603,10,3.162278,0.649519,14,9,0.642857,0.473684,2,0.753333,3,1.732051,0.408248,1,1,0.4,0.25,7,1.428409,8,2.828427,0.721688,14,10,0.714286,0.555556
1,1,1,17,0.53899,16,4,0.671937,30,12,0.615385,0.444444,18,0.511992,20,4.472136,0.52381,26,9,0.5,0.333333,15.868254,17,0.566076,14,3.741657,0.713933,30,13,0.666667,0.5,18,0.496829,18,4.242641,0.571429,26,10,0.555556,0.384615,15.650214,13,0.700086,6,2.828427,0.96089,24,10,1,1,13,0.609987,10,4.242641,0.869164,20,8,0.888889,0.8,11.682136,17,0.662269,14,4,0.877664,30,9,0.6,0.428571,16,0.689021,16,4,0.82549,26,7,0.5,0.333333,14.269569,2,0.486473,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.486473,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.644048,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.486473,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.294444,5,2.236068,0,1,0,0,0,2,0.644048,3,1.732051,0.67082,5,3,0.666667,0.5
1,1,1,14,0.582826,14,3.741657,0.829515,24,17,0.723404,0.566667,14,0.582826,14,3.741657,0.829515,24,17,0.723404,0.566667,75.444069,14,0.589761,14,3.741657,0.829515,24,17,0.723404,0.566667,14,0.589761,14,3.741657,0.829515,24,17,0.723404,0.566667,75.451004,13,0.648571,4,2,0.986901,24,12,0.96,0.923077,13,0.648571,4,2,0.986901,24,12,0.96,0.923077,58.518549,14,0.677037,14,3.741657,0.888949,20,13,0.666667,0.5,14,0.677037,14,3.741657,0.888949,20,13,0.666667,0.5,67.47431,7,0.564069,5,2.236068,0.737865,7,7,0.736842,0.583333,7,0.564069,5,2.236068,0.737865,7,7,0.736842,0.583333,7,0.594444,5,2.236068,0.737865,7,7,0.736842,0.583333,7,0.564069,5,2.236068,0.737865,7,7,0.736842,0.583333,2,0.560317,4,2,0.333333,2,1,0.333333,0.2,7,0.594444,5,2.236068,0.737865,7,7,0.736842,0.583333
